Vietnamese,Korean,Vietnamese_Sentence,Korean_Sentence,tts_url,images_url
quan thuộc,익숙한,Giọng nói này nghe rất quen thuộc,이 목소리는 매우 익숙하게 들려요.,https://r2.sangsang.vip/mp3/0e33985b23f01a3ebed7812bce1a7f53.mp3,https://r2.sangsang.vip/images/Giọng_nói_này_nghe_rất_quen_thuộc.png
lạ,낯선,Tôi gặp một người lạ mặt,낯선 사람을 만났어요.,https://r2.sangsang.vip/mp3/743133078b1dea16762f24f39a4ebd45.mp3,https://r2.sangsang.vip/images/Tôi_gặp_một_người_lạ_mặt.png
mạnh mẽ,강력한,Anh ấy có một ý chí mạnh mẽ,그는 강한 의지를 가지고 있어요.,https://r2.sangsang.vip/mp3/b555ce9332bcce9b577e6569c0fe28b2.mp3,https://r2.sangsang.vip/images/Anh_ấy_có_một_ý_chí_mạnh_mẽ.png
yếu đuối,나약한,Đừng tỏ ra yếu đuối,약한 모습을 보이지 마세요.,https://r2.sangsang.vip/mp3/19a16a6e2f4cddd72bd2e8b5a97feb2d.mp3,https://r2.sangsang.vip/images/Đừng_tỏ_ra_yếu_đuối.png
thẳng,곧은,Con đường này rất thẳng,이 길은 매우 곧아요.,https://r2.sangsang.vip/mp3/e25c2d849c7215732d85a81ddefcf151.mp3,https://r2.sangsang.vip/images/Con_đường_này_rất_thẳng.png
cong,굽은,Dòng sông uốn lượn cong cong,강이 구불구불하게 흐르고 있어요.,https://r2.sangsang.vip/mp3/d9d777bed68ec40476b502cee41ff750.mp3,https://r2.sangsang.vip/images/Dòng_sông_uốn_lượn_cong_cong.png
tròn,둥근,Mặt trăng rất tròn,달이 매우 둥글어요.,https://r2.sangsang.vip/mp3/1e6e411c16b55dfdf5af534f2f9a618c.mp3,https://r2.sangsang.vip/images/Mặt_trăng_rất_tròn.png
vuông,네모난,Cái bánh chưng hình vuông,반쯩은 네모 모양이에요.,https://r2.sangsang.vip/mp3/eb2cef3bbb5b3466169c0e0f0f6e88a0.mp3,https://r2.sangsang.vip/images/Cái_bánh_chưng_hình_vuông.png
dài,긴,Cô ấy có mái tóc dài,그녀는 긴 머리를 가지고 있어요.,https://r2.sangsang.vip/mp3/f0e3ddd1ec19f92447d9e2b7962f2dd2.mp3,https://r2.sangsang.vip/images/Cô_ấy_có_mái_tóc_dài.png
ngắn,짧은,Câu chuyện này rất ngắn,이 이야기는 매우 짧아요.,https://r2.sangsang.vip/mp3/f0f274e8bf28ce71f52ac715000847e7.mp3,https://r2.sangsang.vip/images/Câu_chuyện_này_rất_ngắn.png
nhọn,뾰족한,Cái bút chì này rất nhọn,이 연필은 매우 뾰족해요.,https://r2.sangsang.vip/mp3/8191f720b17d0c4ce7b22826dd7a3a20.mp3,https://r2.sangsang.vip/images/Cái_bút_chì_này_rất_nhọn.png
tù,뭉툭한,Góc bàn này hơi tù,이 책상 모서리는 약간 둔해요.,https://r2.sangsang.vip/mp3/eb489c541bdd908c6279e275cd16948a.mp3,https://r2.sangsang.vip/images/Góc_bàn_này_hơi_tù.png
mở,열린,Trái tim cô ấy luôn rộng mở,그녀의 마음은 항상 열려 있어요.,https://r2.sangsang.vip/mp3/1d05e2c68f2a09a9421a601c44b8252e.mp3,https://r2.sangsang.vip/images/Trái_tim_cô_ấy_luôn_rộng_mở.png
kín,닫힌/은밀한,Anh ấy là một người sống khá khép kín,그는 꽤 내성적인 사람이에요.,https://r2.sangsang.vip/mp3/12e1dbbf5e9bac11564022b3748f8f62.mp3,https://r2.sangsang.vip/images/Anh_ấy_là_một_người_sống_khá_khép_kín.png
sẵn sàng,준비된,Bạn đã sẵn sàng chưa,준비됐나요?,https://r2.sangsang.vip/mp3/e0739dbb2fac32cca02f6a508be45c0b.mp3,https://r2.sangsang.vip/images/Bạn_đã_sẵn_sàng_chưa.png
gấp,급한,Tôi có việc gấp cần giải quyết,급한 일이 있어서 해결해야 해요.,https://r2.sangsang.vip/mp3/96a17d382bf1029398a489cc3918d060.mp3,https://r2.sangsang.vip/images/Tôi_có_việc_gấp_cần_giải_quyết.png
cần thiết,필요한,Đây là những vật dụng cần thiết,이것들은 필수품이에요.,https://r2.sangsang.vip/mp3/2ce0d985ce8be299ac9c07c7b33ce90d.mp3,https://r2.sangsang.vip/images/Đây_là_những_vật_dụng_cần_thiết.png
không cần thiết,불필요한,Đừng mua những thứ không cần thiết,불필요한 것은 사지 마세요.,https://r2.sangsang.vip/mp3/526c1b5837064efa7d75eafa0493cc8c.mp3,https://r2.sangsang.vip/images/Đừng_mua_những_thứ_không_cần_thiết.png
độc lập,독립적인,Cô ấy là một người phụ nữ độc lập,그녀는 독립적인 여성이에요.,https://r2.sangsang.vip/mp3/18c9dedabbb450ea352e8e1bb8c4d623.mp3,https://r2.sangsang.vip/images/Cô_ấy_là_một_người_phụ_nữ_độc_lập.png
phụ thuộc,의존적인,Đừng quá phụ thuộc vào người khác,다른 사람에게 너무 의존하지 마세요.,https://r2.sangsang.vip/mp3/5d8533a4188f7c96fe70e655169b2132.mp3,https://r2.sangsang.vip/images/Đừng_quá_phụ_thuộc_vào_người_khác.png
tích cực,긍정적인,Hãy suy nghĩ một cách tích cực,긍정적으로 생각하세요.,https://r2.sangsang.vip/mp3/cbca35f0b470eca8a443902ad66af165.mp3,https://r2.sangsang.vip/images/Hãy_suy_nghĩ_một_cách_tích_cực.png
tiêu cực,부정적인,Tránh xa những suy nghĩ tiêu cực,부정적인 생각에서 벗어나세요.,https://r2.sangsang.vip/mp3/0875f0fb8da04297e4d15fd1a52eb9de.mp3,https://r2.sangsang.vip/images/Tránh_xa_những_suy_nghĩ_tiêu_cực.png
khách quan,객관적인,Hãy nhìn nhận vấn đề một cách khách quan,문제를 객관적으로 보세요.,https://r2.sangsang.vip/mp3/276bb4d4caf6c5f9fa032978824d2bf6.mp3,https://r2.sangsang.vip/images/Hãy_nhìn_nhận_vấn_đề_một_cách_khách_quan.png
chủ quan,주관적인,Đó chỉ là ý kiến chủ quan của anh,그것은 단지 그의 주관적인 의견이에요.,https://r2.sangsang.vip/mp3/e4b1840fc50fdfb2b57149dd3111b89c.mp3,https://r2.sangsang.vip/images/Đó_chỉ_là_ý_kiến_chủ_quan_của_anh.png
chính thức,공식적인,Đây là thông báo chính thức,이것은 공식적인 공지예요.,https://r2.sangsang.vip/mp3/7376b8bc5c5937ccbdbc363d0c272423.mp3,https://r2.sangsang.vip/images/Đây_là_thông_báo_chính_thức.png
không chính thức,비공식적인,Đây chỉ là một cuộc gặp không chính thức,이것은 단지 비공식적인 만남이에요.,https://r2.sangsang.vip/mp3/a713211241fd6cac10fabbc8eeabfb41.mp3,https://r2.sangsang.vip/images/Đây_chỉ_là_một_cuộc_gặp_không_chính_thức.png
hiệu quả,효과적인,Đây là một phương pháp học hiệu quả,이것은 효과적인 학습 방법이에요.,https://r2.sangsang.vip/mp3/883e7e84857bd5aff3e83a1867897117.mp3,https://r2.sangsang.vip/images/Đây_là_một_phương_pháp_học_hiệu_quả.png
vô hiệu,무효의,Hợp đồng này bị vô hiệu,이 계약은 무효예요.,https://r2.sangsang.vip/mp3/55a212f622b69643720ceab71c1aa1e4.mp3,https://r2.sangsang.vip/images/Hợp_đồng_này_bị_vô_hiệu.png
ổn,괜찮은,Mọi chuyện rồi sẽ ổn thôi,모든 것이 괜찮아질 거예요.,https://r2.sangsang.vip/mp3/2fd11f40e9861381c93aed2013400034.mp3,https://r2.sangsang.vip/images/Mọi_chuyện_rồi_sẽ_ổn_thôi.png
tồi tệ,끔찍한/최악의,Đây là ngày tồi tệ nhất trong đời tôi,오늘은 제 인생 최악의 날이에요.,https://r2.sangsang.vip/mp3/df2e4d908f5f4a2fb36f6960b05cdae3.mp3,https://r2.sangsang.vip/images/Đây_là_ngày_tồi_tệ_nhất_trong_đời_tôi.png
đáng tin cậy,믿을 만한,Anh ấy là một người đáng tin cậy,그는 믿을 만한 사람이에요.,https://r2.sangsang.vip/mp3/cc1256d566808eb42e043f3130a68382.mp3,https://r2.sangsang.vip/images/Anh_ấy_là_một_người_đáng_tin_cậy.png
không đáng tin,믿을 수 없는,Thông tin này không đáng tin,이 정보는 믿을 수 없어요.,https://r2.sangsang.vip/mp3/41470130be5071e220bc8ab9b06f5947.mp3,https://r2.sangsang.vip/images/Thông_tin_này_không_đáng_tin.png
may mắn,운이 좋은,Hôm nay tôi thật may mắn,오늘 정말 운이 좋았어요.,https://r2.sangsang.vip/mp3/06d2465f31e0ff68f5862799b26643ae.mp3,https://r2.sangsang.vip/images/Hôm_nay_tôi_thật_may_mắn.png
xui xẻo,운이 나쁜,Anh ấy thật xui xẻo,그는 정말 운이 없어요.,https://r2.sangsang.vip/mp3/4ca1d2dec094f0c4bc742599ecd20e1e.mp3,https://r2.sangsang.vip/images/Anh_ấy_thật_xui_xẻo.png
thành công,성공적인,Đó là một dự án thành công,그것은 성공적인 프로젝트였어요.,https://r2.sangsang.vip/mp3/1481d78793445f315915201655d25d0b.mp3,https://r2.sangsang.vip/images/Đó_là_một_dự_án_thành_công.png
thất bại,실패한,Anh ấy là một doanh nhân thất bại,그는 실패한 사업가예요.,https://r2.sangsang.vip/mp3/126d630d04168c52e248a502ec104fc3.mp3,https://r2.sangsang.vip/images/Anh_ấy_là_một_doanh_nhân_thất_bại.png
có tội,유죄의,Tòa án kết luận anh ta có tội,법원은 그가 유죄라고 결론 내렸어요.,https://r2.sangsang.vip/mp3/6937224befe90c43a998da35b9a6a4f7.mp3,https://r2.sangsang.vip/images/Tòa_án_kết_luận_anh_ta_có_tội.png
vô tội,무죄의,Anh ấy được tuyên bố vô tội,그는 무죄를 선고받았어요.,https://r2.sangsang.vip/mp3/8ede79f003b62ce0950d2cbc26889b73.mp3,https://r2.sangsang.vip/images/Anh_ấy_được_tuyên_bố_vô_tội.png
thực tế,현실적인,Hãy nhìn vào thực tế,현실을 보세요.,https://r2.sangsang.vip/mp3/ba5c9ca47073fa1fd90a9c15856ae86d.mp3,https://r2.sangsang.vip/images/Hãy_nhìn_vào_thực_tế.png
lý tưởng,이상적인,Đó là một người chồng lý tưởng,그는 이상적인 남편이에요.,https://r2.sangsang.vip/mp3/826321a8ed423dfdd695fb66e5de4323.mp3,https://r2.sangsang.vip/images/Đó_là_một_người_chồng_lý_tưởng.png
truyền thống,전통적인,Áo dài là trang phục truyền thống của Việt Nam,아오자이는 베트남의 전통 의상이에요.,https://r2.sangsang.vip/mp3/212c74bb07d205836cd80740d84beb45.mp3,https://r2.sangsang.vip/images/Áo_dài_là_trang_phục_truyền_thống_của_Việt_Nam.png
hiếm có,희귀한,Đây là một cơ hội hiếm có,이것은 드문 기회예요.,https://r2.sangsang.vip/mp3/b8bade221c123a97b87d2d5c8b9f731f.mp3,https://r2.sangsang.vip/images/Đây_là_một_cơ_hội_hiếm_có.png
duy nhất,유일한,Đây là lựa chọn duy nhất,이것이 유일한 선택이에요.,https://r2.sangsang.vip/mp3/7be712feaa2887b8d19978aef7aa49f7.mp3,https://r2.sangsang.vip/images/Đây_là_lựa_chọn_duy_nhất.png
tạm thời,일시적인,Đây chỉ là giải pháp tạm thời,이것은 단지 임시 해결책이에요.,https://r2.sangsang.vip/mp3/bfb0fc41d84754e2c5d1fa757097132a.mp3,https://r2.sangsang.vip/images/Đây_chỉ_là_giải_pháp_tạm_thời.png
vĩnh viễn,영원한,Không có gì là vĩnh viễn,영원한 것은 없어요.,https://r2.sangsang.vip/mp3/c6be1deb0b6c67588dac85aab6c30385.mp3,https://r2.sangsang.vip/images/Không_có_gì_là_vĩnh_viễn.png
